event_id,well_id,event_type,start_depth,end_depth,formation,severity,cause,impact,mitigation,lesson_learned,npt_hours,source_document,source_page,confidence,is_demo_data
EVT-0105,WELL-019,STUCK_PIPE,2446.6,2470.2,Tipam Sandstone,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,41.5,Shalmari-66_DDR_Final_Report.pdf,42,0.92,True
EVT-0106,WELL-019,STUCK_PIPE,1877.0,1894.2,Girujan Clay,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,37.2,Shalmari-66_DDR_Final_Report.pdf,7,0.9,True
EVT-0107,WELL-019,PACK_OFF,2906.0,2925.8,Bokabil Formation,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,19.2,Shalmari-66_DDR_Final_Report.pdf,45,0.97,True
EVT-0108,WELL-019,TORQUE_SPIKE,3079.9,3111.1,Bokabil Formation,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,10.4,Shalmari-66_DDR_Final_Report.pdf,40,0.92,True
EVT-0109,WELL-019,KICK,1672.2,1685.9,Girujan Clay,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,28.3,Shalmari-66_DDR_Final_Report.pdf,16,0.97,True
EVT-0110,WELL-019,MUD_LOSS,4160.6,4204.7,Kopili Formation,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,18.8,Shalmari-66_DDR_Final_Report.pdf,26,0.91,True
EVT-0111,WELL-019,MUD_LOSS,4761.3,4774.8,Disang Formation,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,21.9,Shalmari-66_DDR_Final_Report.pdf,2,0.89,True
EVT-0112,WELL-019,KICK,3664.4,3700.9,Barail Sandstone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,24.5,Shalmari-66_DDR_Final_Report.pdf,36,0.9,True
EVT-0113,WELL-020,CEMENTING_ISSUE,3334.3,3345.2,Barail Sandstone,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,50.9,Nahorkatiya-180_DDR_Final_Report.pdf,1,0.91,True
EVT-0114,WELL-020,STUCK_PIPE,2959.1,2996.0,Bokabil Formation,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,29.4,Nahorkatiya-180_DDR_Final_Report.pdf,2,0.89,True
EVT-0115,WELL-020,KICK,3464.4,3470.0,Barail Sandstone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,25.4,Nahorkatiya-180_DDR_Final_Report.pdf,9,0.95,True
EVT-0116,WELL-020,PACK_OFF,2529.2,2553.2,Tipam Sandstone,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,17.7,Nahorkatiya-180_DDR_Final_Report.pdf,33,0.94,True
EVT-0117,WELL-020,TORQUE_SPIKE,3642.7,3649.4,Barail Sandstone,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,10.2,Nahorkatiya-180_DDR_Final_Report.pdf,43,0.93,True
EVT-0118,WELL-021,LOST_CIRCULATION,1168.7,1192.9,Girujan Clay,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,50.0,Baghjan-61_DDR_Final_Report.pdf,44,0.89,True
EVT-0119,WELL-021,LOST_CIRCULATION,4753.1,4761.3,Disang Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,55.9,Baghjan-61_DDR_Final_Report.pdf,5,0.89,True
EVT-0120,WELL-021,PACK_OFF,4103.3,4132.2,Kopili Formation,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,13.7,Baghjan-61_DDR_Final_Report.pdf,33,0.94,True
EVT-0121,WELL-021,MUD_LOSS,2609.6,2640.6,Tipam Sandstone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,23.3,Baghjan-61_DDR_Final_Report.pdf,14,0.92,True
EVT-0122,WELL-021,STUCK_PIPE,4471.7,4494.8,Sylhet Limestone,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,35.7,Baghjan-61_DDR_Final_Report.pdf,7,0.91,True
EVT-0123,WELL-021,KICK,3794.9,3806.0,Barail Coal-Shale,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,35.9,Baghjan-61_DDR_Final_Report.pdf,5,0.89,True
EVT-0124,WELL-021,MUD_LOSS,2293.9,2328.7,Tipam Sandstone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,18.9,Baghjan-61_DDR_Final_Report.pdf,9,0.94,True
EVT-0125,WELL-022,PACK_OFF,4204.5,4225.9,Kopili Formation,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,18.5,Nahorkatiya-24_DDR_Final_Report.pdf,28,0.97,True
EVT-0126,WELL-022,LOST_CIRCULATION,1894.7,1923.7,Girujan Clay,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,48.5,Nahorkatiya-24_DDR_Final_Report.pdf,37,0.93,True
EVT-0127,WELL-022,STUCK_PIPE,4820.9,4830.2,Disang Formation,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,44.4,Nahorkatiya-24_DDR_Final_Report.pdf,24,0.89,True
EVT-0128,WELL-022,KICK,3573.6,3612.4,Barail Sandstone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,36.7,Nahorkatiya-24_DDR_Final_Report.pdf,40,0.94,True
EVT-0129,WELL-022,LOST_CIRCULATION,1607.2,1638.5,Girujan Clay,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,58.4,Nahorkatiya-24_DDR_Final_Report.pdf,2,0.9,True
EVT-0130,WELL-022,LOST_CIRCULATION,3904.3,3923.3,Barail Coal-Shale,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,43.6,Nahorkatiya-24_DDR_Final_Report.pdf,10,0.94,True
EVT-0131,WELL-022,TORQUE_SPIKE,2076.4,2106.7,Tipam Sandstone,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,6.5,Nahorkatiya-24_DDR_Final_Report.pdf,34,0.9,True
EVT-0132,WELL-022,TORQUE_SPIKE,4873.4,4893.2,Disang Formation,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,9.9,Nahorkatiya-24_DDR_Final_Report.pdf,37,0.94,True
EVT-0133,WELL-023,STUCK_PIPE,3034.1,3041.1,Bokabil Formation,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,28.9,Baghjan-114_DDR_Final_Report.pdf,29,0.95,True
EVT-0134,WELL-023,TORQUE_SPIKE,4906.4,4920.0,Disang Formation,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,8.9,Baghjan-114_DDR_Final_Report.pdf,23,0.92,True
EVT-0135,WELL-023,KICK,4957.1,4974.4,Disang Formation,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,24.7,Baghjan-114_DDR_Final_Report.pdf,39,0.89,True
EVT-0136,WELL-023,STUCK_PIPE,3909.1,3944.8,Barail Coal-Shale,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,42.8,Baghjan-114_DDR_Final_Report.pdf,19,0.91,True
EVT-0137,WELL-024,TORQUE_SPIKE,4422.7,4442.9,Sylhet Limestone,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,9.8,Shalmari-51_DDR_Final_Report.pdf,33,0.94,True
EVT-0138,WELL-024,LOST_CIRCULATION,3995.2,4034.7,Kopili Formation,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,39.6,Shalmari-51_DDR_Final_Report.pdf,2,0.93,True
EVT-0139,WELL-024,MUD_LOSS,4171.5,4199.4,Kopili Formation,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,22.7,Shalmari-51_DDR_Final_Report.pdf,27,0.91,True
EVT-0140,WELL-024,TORQUE_SPIKE,1893.0,1904.9,Girujan Clay,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,10.9,Shalmari-51_DDR_Final_Report.pdf,30,0.96,True
EVT-0141,WELL-025,MUD_LOSS,4623.3,4638.0,Sylhet Limestone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,21.3,Moran-26_DDR_Final_Report.pdf,34,0.89,True
EVT-0142,WELL-025,CEMENTING_ISSUE,3869.2,3883.1,Barail Coal-Shale,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,48.2,Moran-26_DDR_Final_Report.pdf,5,0.93,True
EVT-0143,WELL-025,MUD_LOSS,3623.0,3642.0,Barail Sandstone,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,22.9,Moran-26_DDR_Final_Report.pdf,42,0.96,True
EVT-0144,WELL-025,STUCK_PIPE,2079.8,2092.7,Tipam Sandstone,CRITICAL,Differential sticking while stationary for survey across permeable Barail Sand with 450 psi overbalance.,Drillstring unable to reciprocate or rotate; overpull reached 65 tons with zero pipe movement.,Spotted 40 bbl lubricating oil-based pipe-freeing pill across stuck interval; applied maximum torque (24 kNm) and jarred downward with hydraulic jar for 4.5 hours.,Never keep drillstring stationary for > 3 minutes across Barail formation. Maintain pipe rotation and use low-gravity solids control.,39.5,Moran-26_DDR_Final_Report.pdf,42,0.89,True
EVT-0145,WELL-025,CEMENTING_ISSUE,4928.8,4956.3,Disang Formation,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,43.6,Moran-26_DDR_Final_Report.pdf,44,0.97,True
EVT-0146,WELL-025,PACK_OFF,4272.5,4302.6,Kopili Formation,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,12.5,Moran-26_DDR_Final_Report.pdf,5,0.93,True
EVT-0147,WELL-026,CEMENTING_ISSUE,3838.3,3857.4,Barail Coal-Shale,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,32.1,Baghjan-160_DDR_Final_Report.pdf,30,0.93,True
EVT-0148,WELL-026,MUD_LOSS,4261.1,4269.2,Kopili Formation,HIGH,Encountered depleted sandstone reservoir streak with low pore pressure relative to active mud column.,Sudden drop in active pit volume by 45 bbls; standpipe pressure dropped by 180 psi.,"Reduced mud pump rate to 1800 LPM, pumped 35 bbl high-fluid-loss LCM pill (medium calcium carbonate + walnut shells), reduced mud weight from 1.32 to 1.26 SG.",Pre-treat active system with fine CaCO3 before penetrating upper Barail Sand boundary. Monitor flow paddle response diligently.,24.4,Baghjan-160_DDR_Final_Report.pdf,6,0.94,True
EVT-0149,WELL-026,PACK_OFF,4508.8,4536.0,Sylhet Limestone,HIGH,Severe shale sloughing and inadequate cutting transport leading to annular bridge around BHA stabilizers.,Sudden pressure spike of 900 psi on standpipe; total loss of returns due to annular bridging.,"Immediately stopped pumps, worked drillstring with light tension, slowly re-established circulation at low rate (800 LPM) while rotating at 40 RPM.",Increase polymer encapsulation concentration and optimize flow rheology (YP > 22 lb/100ft2) before drilling Barail Coal-Shale.,17.9,Baghjan-160_DDR_Final_Report.pdf,3,0.92,True
EVT-0150,WELL-026,CEMENTING_ISSUE,3330.8,3354.8,Barail Sandstone,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,33.8,Baghjan-160_DDR_Final_Report.pdf,4,0.93,True
EVT-0151,WELL-026,CEMENTING_ISSUE,4313.8,4322.2,Kopili Formation,HIGH,Channeling of cement slurry due to poor mud cake removal and incomplete hole cleaning across washed out section.,CBL-VDL log indicated poor bond quality across target production reservoir interval.,Perforated squeeze holes at 3380 m and executed block squeeze cementing with microfine cement at 2800 psi.,Run centralizers at 1 per joint across hydrocarbon zones and utilize high-energy weighted spacer with chemical wash.,45.1,Baghjan-160_DDR_Final_Report.pdf,3,0.9,True
EVT-0152,WELL-026,TORQUE_SPIKE,4955.8,4985.2,Disang Formation,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,8.1,Baghjan-160_DDR_Final_Report.pdf,19,0.92,True
EVT-0153,WELL-027,LOST_CIRCULATION,1751.4,1782.3,Girujan Clay,CRITICAL,Penetrated open micro-fractures in Sylhet Limestone formation.,100% loss of drilling fluid returns; pit level dropped rapidly.,Pumped heavy bridging LCM blend followed by gunk plug (diesel-bentonite-cement); cured loss zone and resumed blind drilling with water cap.,Prepare pre-mixed LCM tanks and fibrous loss materials prior to penetrating top of Sylhet Limestone.,40.3,Kumchai-45_DDR_Final_Report.pdf,7,0.94,True
EVT-0154,WELL-027,TORQUE_SPIKE,3770.4,3809.5,Barail Coal-Shale,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,11.0,Kumchai-45_DDR_Final_Report.pdf,39,0.97,True
EVT-0155,WELL-027,KICK,2407.1,2417.8,Tipam Sandstone,CRITICAL,Drilled into unexpected high-pressure gas pocket in lower Bokabil / upper Barail transition zone.,"Pit gain of 18 bbls observed with active gas influx; shut-in drillpipe pressure (SIDPP) stabilized at 320 psi, SICP at 410 psi.","Shut in well using annular preventer, verified shut-in pressures, circulated gas influx out via choke manifold using Wait and Weight method with 1.36 SG kill mud.",Perform flow check on any ROP drilling break > 4 m/hr. Ensure degasser and trip tank level sensors are calibrated.,26.8,Kumchai-45_DDR_Final_Report.pdf,42,0.95,True
EVT-0156,WELL-027,TORQUE_SPIKE,2978.3,3020.8,Bokabil Formation,MEDIUM,High dogleg severity and sloughing shale cavings creating keyseating and friction in 8.5 inch section.,Erratic rotary torque surging from 14 kNm to 28 kNm; top drive stalled twice.,"Picked up off bottom, increased flow rate to maximum hole cleaning threshold (2400 LPM), pumped 20 bbl high-viscosity sweep, performed short wiper trip.",Maintain hole inclination change below 2.5 deg/30m in Girujan and Barail Shale sections.,7.9,Kumchai-45_DDR_Final_Report.pdf,25,0.94,True
